Qu1,Qu2,ID1,ID2,Distance,Type
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,3428,3448,0.5889313569540472,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Do you support an increase in the retirement age (e.g. to 67)?,3398,3412,0.5891250374784079,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,3398,3437,0.5891549844766168,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,Should the requirements for naturalization be increased?,3412,3431,0.5891638873447039,Real-Symmetric
"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,3445,3448,0.5892232700802722,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,3387,3428,0.5892350042908833,Real-Symmetric
"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""","Should the federal government spend more or less in the area of ""National defence""?",3467,3473,0.5892889179621553,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Agriculture""?",3460,3479,0.589302269178754,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,3428,3440,0.5893231045639361,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Should Switzerland start membership negotiations with the EU?,3391,3468,0.5893343310923063,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",3422,3449,0.5893505130992458,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,3391,3439,0.5894321243256188,Real-Symmetric
"In your opinion, is lowering taxes at the federal level a priority for the next four years?","Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",3436,3447,0.5894929967177908,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Are you in favour of a complete liberalisation of business hours for shops?,3426,3443,0.5895308112843749,Real-Symmetric
Should cannabis use be legalized?,Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,3392,3439,0.5895425393737089,Real-Symmetric
Should married couples be taxed separately (individual taxation)?,Should the protection against dismissal for older employees be extended?,3438,3444,0.589626651246454,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3420,3464,0.5896454534616237,Real-Symmetric
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3436,3454,0.5896751718693028,Real-Symmetric
"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",Should Switzerland strive for a free trade agreement with the USA?,3447,3469,0.5896814388252728,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,3388,3463,0.5897251035085159,Real-Symmetric
Should the expansion of the mobile network according to the 5G standard continue?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3446,3466,0.5897309656503751,Real-Symmetric
Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,"Should the federal government spend more or less in the area of ""Development assistance""?",3456,3472,0.5898035300986434,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3388,3471,0.5898071681924908,Real-Symmetric
"What is your position the following statement: ""Wealthy individuals should contribute more to the funding of the state.""",Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,3399,3440,0.5898607264216758,Real-Symmetric
"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""","Should the federal government spend more or less in the area of ""Social services""?",3467,3476,0.5899152901824671,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3433,3455,0.5900305647934198,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,3387,3457,0.5900468287229917,Real-Symmetric
Should same-sex couples have the same rights as heterosexual couples in all areas?,Should Switzerland start membership negotiations with the EU?,3432,3468,0.5900789511922423,Real-Symmetric
Should the federal government provide more support for the construction of non-profit housing? ,Are you in favour of stricter monitoring of pay equity for women and men? ,3417,3434,0.5900932946231917,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""","Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3388,3445,0.5900987490758548,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Are you in favor of further tightening the asylum law?,3389,3430,0.5901717732806558,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,3387,3422,0.590225399411094,Real-Symmetric
Are you in favour of stricter monitoring of pay equity for women and men? ,Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,3434,3440,0.5902417589555085,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,3387,3414,0.5902748805953589,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""","Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",3388,3447,0.590319107204475,Real-Symmetric
Should campaign finance for political parties and referendums be openly declared?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3458,3461,0.590360402576354,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Are you in favour of stricter monitoring of pay equity for women and men? ,3420,3434,0.5903980606295359,Real-Symmetric
Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,Should the expansion of the mobile network according to the 5G standard continue?,3441,3446,0.59041088199227,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""","Should the federal government spend more or less in the area of ""Public security""?",3387,3474,0.590430769696949,Real-Symmetric
Are you in favour of stricter monitoring of pay equity for women and men? ,Should the expansion of the mobile network according to the 5G standard continue?,3434,3446,0.5905556330237702,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"Should the federal government spend more or less in the area of ""Public security""?",3415,3474,0.5906214355684131,Real-Symmetric
"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,3466,3470,0.5906495911660972,Real-Symmetric
"What is your position the following statement: ""Wealthy individuals should contribute more to the funding of the state.""","According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",3399,3426,0.5906517103503199,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,"Should the federal government spend more or less in the area of ""Public transport""?",3412,3478,0.5908284840925082,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,3389,3435,0.5908658096828628,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3415,3455,0.5908814453780601,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3389,3471,0.5908976858879066,Real-Symmetric
Should cannabis use be legalized?,Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,3392,3428,0.5909302664343806,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should sans-papiers be able to obtain a regularized residence status more easily?,3398,3429,0.5910081296900587,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3421,3461,0.5910102475886706,Real-Symmetric
Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,"Should the federal government spend more or less in the area of ""Development assistance""?",3463,3472,0.5910814449069135,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,3421,3427,0.5910970748981296,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""","Should the federal government spend more or less in the area of ""Social services""?",3389,3476,0.5912019364094284,Real-Symmetric
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3414,3466,0.5912268382852531,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,3387,3435,0.5912434725572475,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Would you support the introduction of an opt-out solution of for organ donation?,3389,3419,0.5912632314479775,Real-Symmetric
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,3413,3428,0.5912649451981972,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3391,3471,0.5912650460068789,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Should campaign finance for political parties and referendums be openly declared?,3421,3458,0.5912769413106549,Real-Symmetric
Should the expansion of the mobile network according to the 5G standard continue?,"Should the federal government spend more or less in the area of ""Public transport""?",3446,3478,0.5912862154492715,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Should the expansion of the mobile network according to the 5G standard continue?,3391,3446,0.5912867194743765,Real-Symmetric
Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,3435,3437,0.5913126257862118,Real-Symmetric
Do you support cantonal efforts to reduce social welfare benefits?,Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3416,3454,0.5913607056994067,Real-Symmetric
Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,"Should the federal government spend more or less in the area of ""Development assistance""?",3437,3472,0.5913724982886656,Real-Symmetric
Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3455,3464,0.5913838874892492,Real-Symmetric
Do you support cantonal efforts to reduce social welfare benefits?,Should the protection against dismissal for older employees be extended?,3416,3444,0.5914004165583444,Real-Symmetric
Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3441,3466,0.5914184569052718,Real-Symmetric
Should the federal government provide more support for the construction of non-profit housing? ,"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",3417,3452,0.5915163086410777,Real-Symmetric
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3413,3442,0.5915587295436249,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3422,3466,0.5915817020642924,Real-Symmetric
"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3465,3471,0.5915988301175965,Real-Symmetric
Are you in favor of further tightening the asylum law?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3430,3466,0.5916003413926094,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3423,3471,0.5916316742914483,Real-Symmetric
"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,3449,3470,0.5917036027080126,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",3415,3447,0.5917222381964434,Real-Symmetric
Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,"Should the federal government spend more or less in the area of ""Education and research""?",3459,3475,0.5917675653130259,Real-Symmetric
"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3467,3471,0.5918270896525698,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Are you in favour of a complete liberalisation of business hours for shops?,3391,3443,0.5918390743708017,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,Should the protection against dismissal for older employees be extended?,3433,3444,0.5918623381310671,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,Should campaign finance for political parties and referendums be openly declared?,3422,3458,0.5918646543861471,Real-Symmetric
Should same-sex couples have the same rights as heterosexual couples in all areas?,"In your opinion, is lowering taxes at the federal level a priority for the next four years?",3432,3436,0.5918999006276112,Real-Symmetric
Should the requirements for naturalization be increased?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,3431,3459,0.5919064461270859,Real-Symmetric
Do you support cantonal efforts to reduce social welfare benefits?,Should the federal government provide more support for renewable energies?,3416,3450,0.5919106754882514,Real-Symmetric
"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,3445,3470,0.5919743136555454,Real-Symmetric
"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3453,3466,0.591993947468567,Real-Symmetric
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3436,3455,0.5921136492977445,Real-Symmetric
"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3466,3471,0.5921138506261034,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3426,3464,0.5921309632864128,Real-Symmetric
Should married couples be taxed separately (individual taxation)?,Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,3438,3463,0.592141029326165,Real-Symmetric
Should the federal government expand its financial support for continued education and retraining?,Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,3425,3456,0.5921859217801364,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Should the federal government expand its financial support for continued education and retraining?,3421,3425,0.5921957855852791,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,3389,3418,0.592258588001597,Real-Symmetric
Should same-sex couples have the same rights as heterosexual couples in all areas?,Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3432,3454,0.5922595943963601,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Should Switzerland strive for a free trade agreement with the USA?,3457,3469,0.5923243019898156,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,Should high traffic motorways be expanded to six lanes?,3419,3451,0.5923376854153655,Real-Symmetric
Should cannabis use be legalized?,Should the federal government expand its financial support for continued education and retraining?,3392,3425,0.5923477479421927,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,Should high traffic motorways be expanded to six lanes?,3433,3451,0.5923483516883665,Real-Symmetric
Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,3437,3457,0.5923533828825512,Real-Symmetric
Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,"Should the federal government spend more or less in the area of ""Social services""?",3456,3476,0.592380248736158,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3440,3464,0.5923843740964003,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",3428,3465,0.5923950395287559,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3428,3442,0.5924085219703344,Real-Symmetric
Should the expansion of the mobile network according to the 5G standard continue?,"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",3446,3449,0.5924495710971635,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,Should campaign finance for political parties and referendums be openly declared?,3412,3458,0.5924507783813668,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should married couples be taxed separately (individual taxation)?,3420,3438,0.5924531929423933,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should sans-papiers be able to obtain a regularized residence status more easily?,3426,3429,0.5924771368066027,Real-Symmetric
Should married couples be taxed separately (individual taxation)?,Should the federal government provide more support for renewable energies?,3438,3450,0.592489611377663,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3415,3442,0.5924974581506988,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,3387,3421,0.5925148615200562,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",3423,3467,0.5925233115266045,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3457,3461,0.5925570097589371,Real-Symmetric
"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3453,3461,0.592578334217374,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,"Should the federal government spend more or less in the area of ""Development assistance""?",3421,3472,0.5925961375406428,Real-Symmetric
Should cannabis use be legalized?,Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,3392,3463,0.5926160524888096,Real-Symmetric
Should the federal government provide more support for the construction of non-profit housing? ,Should the requirements for naturalization be increased?,3417,3431,0.5926169576978247,Real-Symmetric
Do you support cantonal efforts to reduce social welfare benefits?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3416,3442,0.5926358661922689,Real-Symmetric
Should the requirements for naturalization be increased?,Should high traffic motorways be expanded to six lanes?,3431,3451,0.5926595009619818,Real-Symmetric
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3414,3454,0.5927147121343191,Real-Symmetric
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?","Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",3424,3449,0.5927627788760644,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""","Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",3388,3424,0.5927664993609097,Real-Symmetric
Should the federal government expand its financial support for continued education and retraining?,Should campaign finance for political parties and referendums be openly declared?,3425,3458,0.5927789678425608,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Should same-sex couples have the same rights as heterosexual couples in all areas?,3389,3432,0.5928490478960969,Real-Symmetric
Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,Should the export of war materials from Switzerland be banned? ,3455,3462,0.5929143948577371,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3415,3445,0.5929942089138982,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",3426,3465,0.5930247646004704,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3388,3461,0.5930417504690352,Real-Symmetric
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,3424,3448,0.5930491879151376,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",3423,3453,0.5930984335156215,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Public security""?",3460,3474,0.5931456652499224,Real-Symmetric
Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,"Should the federal government spend more or less in the area of ""Social services""?",3439,3476,0.5931783232923106,Real-Symmetric
Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,"Should the federal government spend more or less in the area of ""Agriculture""?",3461,3479,0.5932004292543779,Real-Symmetric
Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,Should the protection against dismissal for older employees be extended?,3442,3444,0.5932103766685506,Real-Symmetric
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,3413,3459,0.5933037134699533,Real-Symmetric
Should campaign finance for political parties and referendums be openly declared?,"Should the federal government spend more or less in the area of ""Agriculture""?",3458,3479,0.5933118508589643,Real-Symmetric
Should the federal government provide more support for the construction of non-profit housing? ,Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,3417,3428,0.5933541433921152,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,3426,3456,0.5933593669637713,Real-Symmetric
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Should the requirements for naturalization be increased?,3413,3431,0.5933627823511449,Real-Symmetric
Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,"Should the federal government spend more or less in the area of ""Development assistance""?",3464,3472,0.5934165218877899,Real-Symmetric
Are you in favor of further tightening the asylum law?,"Should the federal government spend more or less in the area of ""Public transport""?",3430,3478,0.5934208409289756,Real-Symmetric
Should married couples be taxed separately (individual taxation)?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3438,3442,0.5934731691396912,Real-Symmetric
Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,"Should the federal government spend more or less in the area of ""Development assistance""?",3455,3472,0.593514948045255,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,"Should the federal government spend more or less in the area of ""Education and research""?",3422,3475,0.593515048471773,Real-Symmetric
Should cannabis use be legalized?,"Should the federal government spend more or less in the area of ""Public security""?",3392,3474,0.5935299114091089,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",3460,3467,0.5935512009142003,Real-Symmetric
Are you in favour of a complete liberalisation of business hours for shops?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",3443,3467,0.5936263106157555,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,Should Switzerland start membership negotiations with the EU?,3423,3468,0.593648299491951,Real-Symmetric
"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?","Should the federal government spend more or less in the area of ""Public security""?",3447,3474,0.5936588418149669,Real-Symmetric
Should sans-papiers be able to obtain a regularized residence status more easily?,Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3429,3471,0.5936791227098837,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should Switzerland strive for a free trade agreement with the USA?,3418,3469,0.5936889617063409,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,"Should the federal government spend more or less in the area of ""Agriculture""?",3433,3479,0.593726007077168,Real-Symmetric
Are you in favour of a complete liberalisation of business hours for shops?,Should Switzerland start membership negotiations with the EU?,3443,3468,0.5937467876146653,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Development assistance""?",3460,3472,0.5937981836945818,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,3389,3420,0.5937994886152635,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Should the rules for reproductive medicine be further relaxed?,3428,3433,0.5938116342778947,Real-Symmetric
Should the requirements for naturalization be increased?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3431,3464,0.5938233781947807,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""",Would you support the introduction of an opt-out solution of for organ donation?,3387,3419,0.5938833990320095,Real-Symmetric
