Qu1,Qu2,Similarity,Type
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.2135811299085617,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",0.2132946252822876,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.21299956738948822,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.21276803314685822,Real-Symmetric
"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".","Should the federal government spend more or less in the area of ""Education and research""?",0.21275565028190613,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.21273766458034515,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.21256384253501892,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"Should the federal government spend more or less in the area of ""Education and research""?",0.21238267421722412,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.21221448481082916,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.21220633387565613,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.21216854453086853,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.21203111112117767,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.2119939625263214,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Should the federal government spend more or less in the area of ""Social services""?",0.21196740865707397,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.21193160116672516,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the state guarantee a comprehensive public service offering also in rural regions?,0.21189825236797333,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should married couples be taxed separately (individual taxation)? [BePart question],0.2115098387002945,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should automatic facial recognition be banned in public spaces?,0.2114892154932022,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.21145425736904144,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should busy sections of highways be widened?,0.2113012820482254,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.211147278547287,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Do you support tax cuts at the federal level over the next four years?,0.21112777292728424,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.21102750301361084,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.21066951751708984,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,"Should the federal government spend more or less in the area of ""Public security""?",0.21063153445720673,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","Should the federal government spend more or less in the area of ""Agriculture""?",0.21051400899887085,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.21033424139022827,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.21032363176345825,Real-Symmetric
Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.2103174775838852,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.20999903976917267,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.2099805474281311,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.20997466146945953,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Are you in favour of lowering the voting age to 16?,0.20997026562690735,Real-Symmetric
Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,"Should the federal government spend more or less in the area of ""Public transport""?",0.20990656316280365,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,Should the Swiss Armed Forces expand their cooperation with NATO?,0.20957691967487335,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","Should the federal government spend more or less in the area of ""Public transport""?",0.209502711892128,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.20943821966648102,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.20936958491802216,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.20919430255889893,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.2089041769504547,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.20881867408752441,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","Should the federal government spend more or less in the area of ""Development assistance""?",0.20857666432857513,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.20856285095214844,Real-Symmetric
Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],"Should the federal government spend more or less in the area of ""National defence""?",0.20853930711746216,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.20845045149326324,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.20838135480880737,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.20831303298473358,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.20827126502990723,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.20818333327770233,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.2080298811197281,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.20802341401576996,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.20794250071048737,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Do you support tax cuts at the federal level over the next four years?,0.20780326426029205,Real-Symmetric
Should the Swiss Armed Forces expand their cooperation with NATO?,"Should the federal government spend more or less in the area of ""Social services""?",0.20762017369270325,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?","Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.20761798322200775,Real-Symmetric
Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"Should the federal government spend more or less in the area of ""National defence""?",0.207332044839859,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Should the federal government spend more or less in the area of ""Social services""?",0.20731563866138458,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.20695285499095917,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.20678921043872833,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should automatic facial recognition be banned in public spaces?,0.2067234218120575,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.20670785009860992,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Do you support tax cuts at the federal level over the next four years?,0.20662185549736023,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.2065921276807785,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should busy sections of highways be widened?,0.20646452903747559,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.20633503794670105,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.2062886506319046,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.20628046989440918,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.2062109410762787,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.20612645149230957,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.20610672235488892,Real-Symmetric
Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,"Should the federal government spend more or less in the area of ""Social services""?",0.20607413351535797,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.20606310665607452,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.20579266548156738,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.20574453473091125,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.20547950267791748,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.20540659129619598,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.20538343489170074,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.2052556723356247,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.20515497028827667,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.20507614314556122,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.20505408942699432,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""","Should the federal government spend more or less in the area of ""Agriculture""?",0.2049635946750641,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,0.20496147871017456,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.20495246350765228,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.20492564141750336,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.20484934747219086,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.20482611656188965,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.204684779047966,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]","Should the federal government spend more or less in the area of ""Agriculture""?",0.2044477015733719,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.20442739129066467,Real-Symmetric
"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""","Should the federal government spend more or less in the area of ""Public security""?",0.20441801846027374,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should the Swiss Armed Forces expand their cooperation with NATO?,0.20434491336345673,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.20431393384933472,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.20412848889827728,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should busy sections of highways be widened?,0.20405620336532593,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.2039669007062912,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.20380918681621552,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Public security""?",0.20375894010066986,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.20367158949375153,Real-Symmetric
Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.20365849137306213,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?",Are you in favour of lowering the voting age to 16?,0.2036198377609253,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Should the federal government spend more or less in the area of ""Public transport""?",0.20361323654651642,Real-Symmetric
Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,"Should the federal government spend more or less in the area of ""Public security""?",0.20342309772968292,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.20310276746749878,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.20309412479400635,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.20306149125099182,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Are you in favour of lowering the voting age to 16?,0.20296649634838104,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.20272095501422882,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.20268689095973969,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.202671080827713,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","Should the federal government spend more or less in the area of ""Social services""?",0.202619731426239,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.20257219672203064,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Are you in favor of closer relations with the European Union (EU)?,0.2024688720703125,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.2022206336259842,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.20221824944019318,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.2021966129541397,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.20213793218135834,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should married couples be taxed separately (individual taxation)? [BePart question],0.20199435949325562,Real-Symmetric
Should busy sections of highways be widened?,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.20187599956989288,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.20176689326763153,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.20176547765731812,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.20164763927459717,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.2016473263502121,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.20146015286445618,Real-Symmetric
Should the Swiss Armed Forces expand their cooperation with NATO?,"Should the federal government spend more or less in the area of ""Education and research""?",0.20139190554618835,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.2012457251548767,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.20116253197193146,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.2011132836341858,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Do you support tax cuts at the federal level over the next four years?,0.20103831589221954,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.20090344548225403,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.2008485496044159,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Should married couples be taxed separately (individual taxation)? [BePart question],0.20059996843338013,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.2004273235797882,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.20033255219459534,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"Should the federal government spend more or less in the area of ""Public transport""?",0.20020170509815216,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.20012244582176208,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.2001110166311264,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.20004485547542572,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should the state guarantee a comprehensive public service offering also in rural regions?,0.2000337690114975,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.20002375543117523,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.1998317390680313,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.19968393445014954,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Should automatic facial recognition be banned in public spaces?,0.19965775310993195,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.19958782196044922,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.19955861568450928,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.19951176643371582,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",Should the Swiss Armed Forces expand their cooperation with NATO?,0.19943834841251373,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.19934365153312683,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.19930848479270935,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Should the federal government spend more or less in the area of ""National defence""?",0.19898954033851624,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Do you support tax cuts at the federal level over the next four years?,0.1987868994474411,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Are you in favour of lowering the voting age to 16?,0.19873358309268951,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.19864383339881897,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.19855107367038727,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.19853205978870392,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Should direct payments only be granted to farmers with proof of ecological performance?,0.19842123985290527,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.19837622344493866,Real-Symmetric
