Qu1,Qu2,Distance,Type
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,Are you in favor of closer relations with the European Union (EU)?,0.5970040546324276,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Should the federal government spend more or less in the area of ""Social services""?",0.5970168339641866,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.5970339059258982,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.5970457861258136,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Should the federal government spend more or less in the area of ""Public security""?",0.5972108864509319,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.5972339409656773,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.5972547990455248,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.5972687705576504,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.5972727623582288,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.5973147744413578,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.5973334344426705,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?","Should the federal government spend more or less in the area of ""Public security""?",0.5973850208247391,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.597389710274945,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.5973996877060934,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.5974048759044359,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.5974135560586029,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.5974445840842778,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Should the federal government spend more or less in the area of ""National defence""?",0.5974595487939484,Real-Symmetric
"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""","Should the federal government spend more or less in the area of ""Education and research""?",0.5974886790204624,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.5975325712001142,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.5975975057616264,Real-Symmetric
"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""","Should the federal government spend more or less in the area of ""Social services""?",0.5976758966146317,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.5977238635543823,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.5977840910172055,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?","Should the federal government spend more or less in the area of ""Public transport""?",0.5977861849092426,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.5978666446332448,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.5979466948019062,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.5980081955593726,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Should the federal government spend more or less in the area of ""Education and research""?",0.5980138768337079,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.5980264352486139,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],"Should the federal government spend more or less in the area of ""Education and research""?",0.5980269335929714,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",0.5980407873998728,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should direct payments only be granted to farmers with proof of ecological performance?,0.598049458324352,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.5980541425645839,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","Should the federal government spend more or less in the area of ""Public transport""?",0.5980858349708149,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,Should direct payments only be granted to farmers with proof of ecological performance?,0.5980891237092445,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,"Should the federal government spend more or less in the area of ""Public transport""?",0.5981110481699808,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should busy sections of highways be widened?,0.5981455277415169,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.5981461256356302,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",Are you in favor of closer relations with the European Union (EU)?,0.5983057419871344,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.5983482792332686,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should automatic facial recognition be banned in public spaces?,0.598352463061342,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],Should automatic facial recognition be banned in public spaces?,0.5983793584004661,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Should the federal government spend more or less in the area of ""Social services""?",0.5984301574097217,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.5984313526286026,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.5984503762077547,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.5984635230399793,Real-Symmetric
Should busy sections of highways be widened?,Should automatic facial recognition be banned in public spaces?,0.5985369208794248,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.5986156865668134,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should cannabis use be legalized? [BePart question],0.598618872824039,Real-Symmetric
"Are you in favor of expanding the army's target number of soldiers to at least 120,000?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.5986513318531218,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.5986573057157907,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.5987090766953981,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?","Should the federal government spend more or less in the area of ""National defence""?",0.5987316753155658,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should a third official gender be introduced alongside ""female"" and ""male""?",0.5987359560153664,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.5988203691451834,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.5988262417857598,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.5988518219381752,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.5988674481862671,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.598962789325448,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Should automatic facial recognition be banned in public spaces?,0.5990801037832097,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.599235094785028,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.5992648349432804,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.5993295818221346,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.5993414165169559,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.5993560355232233,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Do you support tax cuts at the federal level over the next four years?,0.5993667757904059,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.5993790075269583,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.5994709861676676,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.5994878888151616,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.5994961411110936,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.5995875053269452,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.5995898911482236,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.5995923763686272,Real-Symmetric
"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""","Should the federal government spend more or less in the area of ""Public transport""?",0.5996232916493719,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.5996516209733362,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,0.5996716991925156,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Should the federal government spend more or less in the area of ""Public transport""?",0.5996991317121904,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.5997318304314164,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.5997542911326735,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.5997794341941978,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.599794936900506,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?","Should the federal government spend more or less in the area of ""Agriculture""?",0.5999785538655292,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],Should the construction of new nuclear power plants in Switzerland be allowed again?,0.5999839184513261,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.5999937534007108,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.6000285221314199,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.6001195073320349,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.6001593338485658,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.6001812819961523,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Should automatic facial recognition be banned in public spaces?,0.600188630970274,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.6002261689208676,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.6002402698724387,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.600254668389612,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.6003281450988205,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should married couples be taxed separately (individual taxation)? [BePart question],0.6004649466861421,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.6004709025058288,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.6004860895786561,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Should the state guarantee a comprehensive public service offering also in rural regions?,0.6004911518509102,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6005916936334933,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should automatic facial recognition be banned in public spaces?,0.6006696937278714,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.60067425830516,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Do you support tax cuts at the federal level over the next four years?,0.6007033318638182,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.6007153379399665,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,"Should the federal government spend more or less in the area of ""Social services""?",0.6007366704585142,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.600771793047978,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Are you in favor of closer relations with the European Union (EU)?,0.600800961095445,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should automatic facial recognition be banned in public spaces?,0.6008147509378061,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.600818123944595,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",0.600818123944595,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Should automatic facial recognition be banned in public spaces?,0.6008414368561369,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.6008951027167672,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.60090006235103,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?",Are you in favor of closer relations with the European Union (EU)?,0.6009101798779963,Real-Symmetric
Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],"Should the federal government spend more or less in the area of ""Public security""?",0.6009217850668116,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,Should direct payments only be granted to farmers with proof of ecological performance?,0.600987642748289,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should the Swiss Armed Forces expand their cooperation with NATO?,0.6010196763307087,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.6010325686219604,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.6010762020174429,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.6011025788521742,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.6011922117763072,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.6012025226715217,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"Should the federal government spend more or less in the area of ""Social services""?",0.6012184843816923,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,"Should the federal government spend more or less in the area of ""Education and research""?",0.601285796497659,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.6013524072558473,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.6013804569000769,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.601459444804982,Real-Symmetric
Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,"Should the federal government spend more or less in the area of ""Social services""?",0.6014690574303915,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""","Should the federal government spend more or less in the area of ""Development assistance""?",0.6014708411996508,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should the Swiss Armed Forces expand their cooperation with NATO?,0.6015604192524384,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"Should the federal government spend more or less in the area of ""Agriculture""?",0.6015626981660591,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.6015682467892101,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","Should the federal government spend more or less in the area of ""Development assistance""?",0.6017467662437535,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should direct payments only be granted to farmers with proof of ecological performance?,0.6018023322456074,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?","Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.6018454146516421,Real-Symmetric
"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""","Should the federal government spend more or less in the area of ""Agriculture""?",0.6018826512120765,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.601919984493154,Real-Symmetric
Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.6019422645257497,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?","Should the federal government spend more or less in the area of ""Public security""?",0.6019951391689203,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.602002763032117,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should automatic facial recognition be banned in public spaces?,0.6020214757415455,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Public transport""?",0.6020315744224405,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.6020388018057472,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],Should direct payments only be granted to farmers with proof of ecological performance?,0.6021190892286387,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.6021868945575515,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.6022343042591999,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,0.6022918045464271,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.6023188208580559,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.6023327738631408,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""","Should the federal government spend more or less in the area of ""Public transport""?",0.6024157925084622,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.6024524991316925,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"Should a third official gender be introduced alongside ""female"" and ""male""?",0.6024574459449393,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,Should the state guarantee a comprehensive public service offering also in rural regions?,0.6024913799888056,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Should the federal government spend more or less in the area of ""National defence""?",0.6024922703607254,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","Should the federal government spend more or less in the area of ""Public transport""?",0.602509286104558,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should the Swiss Armed Forces expand their cooperation with NATO?,0.6026014793377837,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Social services""?",0.6026113704777238,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",0.6026371855881557,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Education and research""?",0.6026710106107972,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Should the federal government spend more or less in the area of ""Development assistance""?",0.6027152176468327,Real-Symmetric
Are you in favour of lowering the voting age to 16?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.6027922507959346,Real-Symmetric
"Are you in favor of expanding the army's target number of soldiers to at least 120,000?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.6028262648684398,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.6028488080217559,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Are you in favor of stricter controls on equal pay for women and men?,0.6029257252436012,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,Are you in favor of closer relations with the European Union (EU)?,0.6029739665141632,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",0.6030876345746169,Real-Symmetric
